Name,res_type,MSE_On_test_1,R2_1,smape_1,directed_hausdorff_1,lasso_gamma
LorenzCoupled,Gaussian kernel with sigma=0.5,0.0250500944080155,0.990165923570034,0.0204159284306134,12.627136046451383,0.0
LorenzStenflo,Regular KFs,2.825055823156408e-06,0.9999992872468962,0.0028966182449035997,0.1113952891992805,0.0
LorenzStenflo,Sparse KFs with gamma=0.0001,1.5457184537486069e-06,0.9999996102362734,0.0006880457078722001,0.0890690820428885,0.0001
LorenzStenflo,Sparse KFs with gamma=0.001,5.3942972948606736e-08,0.9999999863839939,0.00032835235800928836,0.015475215119909102,0.001
LorenzStenflo,Sparse KFs with gamma=0.01,1.711979510395346e-08,0.999999995684206,0.0003991992900069334,0.009719704364371034,0.01
LorenzStenflo,Sparse KFs with gamma=0.1,6.602363444486724e-07,0.9999998335515791,0.0003246582343755,0.041223599227880034,0.10000000000000002
LorenzStenflo,Sparse KFs with gamma=1.0,5.45094016596879e-07,0.9999998623358363,0.0007192874331512334,0.053625652672436235,1.0
LorenzStenflo,Sparse KFs with gamma=10.0,1.103989751852575e-08,0.9999999972169102,0.0001714488680269,0.008060318117485234,10.0
LorenzStenflo,Trained Gaussian kernel,2.8853752283633533e-06,0.9999992684021014,0.0012196940736478668,0.1176143611357746,0.0
LorenzStenflo,Random Initialization,4.732160254801752,-0.1998572884127867,0.312849154633668,92.40545078866926,0.0
LorenzStenflo,Gaussian kernel with sigma=0.5,0.0111618264571999,0.9971698763132376,0.0040443532106407,7.63448862263018,0.0
LuChen,Regular KFs,9.56888513817992e-06,0.9999972281318378,0.0025385892724766332,0.15299973303709405,0.0
LuChen,Sparse KFs with gamma=0.0001,2.3190747218952403e-08,0.9999999932807709,0.00013666060915541893,0.010613992063001032,0.0001
